(166, 0)
(165, 0)
(164, 0)
(163, 0)
(162, 0)
(161, 0)
(160, 0)
(159, 0)
(158, 0)
(157, 0)
(156, 0)
(155, 0)
(154, 0)
(153, 0)
(152, 0)
(151, 0)
(150, 0)
(149, 0)
(148, 0)
(147, 0)
(146, 0)
(145, 0)
(144, 0)
(143, 0)
(142, 0)
(141, 0)
(140, 0)
(139, 0)
(138, 0)
(137, 0)
(136, 0)
(135, 0)
(134, 0)
(133, 0)
(132, 0)
(131, 0)
(130, 0)
(129, 0)
(128, 0)
(127, 0)
(126, 0)
(125, 0)
(124, 0)
(123, 0)
(122, 0)
(121, 0)
(120, 0)
(119, 0)
(118, 0)
(117, 0)
(116, 0)
(115, 0)
(114, 0)
(113, 0)
(112, 0)
(111, 0)
(110, 0)
(109, 0)
(108, 0)
(107, 0)
(106, 0)
(105, 0)
(104, 0)
(103, 0)
(102, 0)
(101, 0)
(100, 0)
(99, 0)
(98, 0)
(97, 0)
(96, 0)
(95, 0)
(94, 0)
(93, 0)
(92, 0)
(91, 0)
(90, 0)
(89, 0)
(88, 0)
(87, 0)
(86, 0)
(85, 0)
(84, 0)
(83, 0)
(82, 0)
(81, 0)
(80, 0)
(79, 0)
(78, 0)
(77, 0)
(76, 0)
(75, 0)
(74, 0)
(73, 0)
(72, 0)
(71, 0)
(70, 0)
(69, 0)
(68, 0)
(67, 0)
(66, 0)
(65, 0)
(64, 0)
(63, 0)
(62, 0)
(61, 0)
(60, 0)
(59, 0)
(58, 0)
(57, 0)
(56, 0)
(55, 0)
(54, 0)
(53, 0)
(52, 0)
(51, 0)
(50, 0)
(49, 0)
(48, 0)
(47, 0)
(46, 0)
(45, 0)
(44, 0)
(43, 0)
(42, 0)
(41, 0)
(40, 0)
(39, 0)
(38, 0)
(37, 0)
(36, 0)
(35, 0)
(34, 0)
(33, 0)
(32, 0)
(31, 0)
(30, 0)
(29, 0)
(28, 0)
(27, 0)
(26, 0)
(25, 0)
(24, 0)
(23, 0)
(22, 0)
(21, 0)
(20, 0)
(19, 0)
(18, 0)
(17, 0)
(16, 0)
(15, 0)
(14, 0)
(13, 0)
(12, 0)
(11, 0)
(10, 0)
(9, 0)
(8, 0)
(7, 0)
(6, 0)
(5, 0)
(4, 0)
(3, 0)
(2, 0)
(1, 0)
(0, 0)
